2015-11-20 19:14:59.618 [main] DEBUG  - joysms, matched 0 times
2015-11-20 19:14:59.634 [main] DEBUG  - suzuki, matched 10 times
2015-11-20 19:14:59.650 [main] DEBUG  - techweev, matched 0 times
2015-11-20 19:14:59.681 [main] DEBUG  - gmcsierra, matched 0 times
2015-11-20 19:14:59.696 [main] DEBUG  - 615, matched 0 times
2015-11-20 19:14:59.728 [main] DEBUG  - nissan, matched 7 times
2015-11-20 19:14:59.743 [main] DEBUG  - infrastructure, matched 0 times
2015-11-20 19:14:59.775 [main] DEBUG  - bound, matched 0 times
2015-11-20 19:14:59.806 [main] DEBUG  - automobiles, matched 24 times
2015-11-20 19:14:59.837 [main] DEBUG  - classiccar, matched 0 times
2015-11-20 19:14:59.853 [main] DEBUG  - onlymotors, matched 0 times
2015-11-20 19:14:59.868 [main] DEBUG  - 2014-mercedes-s63-amg, matched 0 times
2015-11-20 19:14:59.900 [main] DEBUG  - vitz, matched 0 times
2015-11-20 19:14:59.915 [main] DEBUG  - driving, matched 0 times
2015-11-20 19:14:59.931 [main] DEBUG  - sports, matched 149 times
2015-11-20 19:14:59.947 [main] DEBUG  - imported_car_hire, matched 0 times
2015-11-20 19:14:59.950 [main] DEBUG  - fuckthis, matched 0 times
2015-11-20 19:14:59.965 [main] DEBUG  - musclecars, matched 0 times
2015-11-20 19:14:59.981 [main] DEBUG  - bentley-continental-g, matched 0 times
2015-11-20 19:14:59.997 [main] DEBUG  - muddy, matched 0 times
2015-11-20 19:15:00.012 [main] DEBUG  - trucks, matched 0 times
2015-11-20 19:15:00.028 [main] DEBUG  - 100otherpurtycars, matched 0 times
2015-11-20 19:15:00.044 [main] DEBUG  - billionai, matched 0 times
2015-11-20 19:15:00.059 [main] DEBUG  - amazin, matched 0 times
2015-11-20 19:15:00.075 [main] DEBUG  - muc, matched 0 times
2015-11-20 19:15:00.090 [main] DEBUG  - deal, matched 0 times
2015-11-20 19:15:00.106 [main] DEBUG  - cars, matched 1 times
2015-11-20 19:15:00.122 [main] DEBUG  - chennairains, matched 0 times
2015-11-20 19:15:00.137 [main] DEBUG  - kidswithcars, matched 0 times
2015-11-20 19:15:00.153 [main] DEBUG  - bi, matched 0 times
2015-11-20 19:15:00.169 [main] DEBUG  - fucke46han, matched 0 times
2015-11-20 19:15:00.184 [main] DEBUG  - csrclassics, matched 0 times
2015-11-20 19:15:00.200 [main] DEBUG  - climate, matched 0 times
2015-11-20 19:15:00.215 [main] DEBUG  - follow, matched 0 times
2015-11-20 19:15:00.231 [main] DEBUG  - carforsale, matched 0 times
2015-11-20 19:15:00.247 [main] DEBUG  - driftaway, matched 0 times
2015-11-20 19:15:00.262 [main] DEBUG  - iot, matched 0 times
2015-11-20 19:15:00.278 [main] DEBUG  - 0003, matched 0 times
2015-11-20 19:15:00.294 [main] DEBUG  - miniuk, matched 0 times
2015-11-20 19:15:00.309 [main] DEBUG  - manfromuncle, matched 0 times
2015-11-20 19:15:00.325 [main] DEBUG  - 8448, matched 0 times
2015-11-20 19:15:00.340 [main] DEBUG  - porsche911, matched 0 times
2015-11-20 19:15:00.340 [main] DEBUG  - sweaterweather, matched 0 times
2015-11-20 19:15:00.356 [main] DEBUG  - that, matched 0 times
2015-11-20 19:15:00.372 [main] DEBUG  - pittsburgh, matched 2 times
2015-11-20 19:15:00.387 [main] DEBUG  - pasalubong, matched 0 times
2015-11-20 19:15:00.403 [main] DEBUG  - australia, matched 5 times
2015-11-20 19:15:00.419 [main] DEBUG  - 9707, matched 0 times
2015-11-20 19:15:00.450 [main] DEBUG  - ourcars, matched 0 times
2015-11-20 19:15:00.465 [main] DEBUG  - bmw, matched 39 times
2015-11-20 19:15:00.481 [main] DEBUG  - fromcebuwithlove, matched 0 times
2015-11-20 19:15:00.481 [main] DEBUG  - niufootball, matched 0 times
2015-11-20 19:15:00.497 [main] DEBUG  - rt, matched 0 times
2015-11-20 19:15:00.512 [main] DEBUG  - 71, matched 0 times
2015-11-20 19:15:00.528 [main] DEBUG  - mobile, matched 0 times
2015-11-20 19:15:00.544 [main] DEBUG  - car, matched 5 times
2015-11-20 19:15:00.559 [main] DEBUG  - birthday, matched 0 times
2015-11-20 19:15:00.575 [main] DEBUG  - entley, matched 0 times
2015-11-20 19:15:00.590 [main] DEBUG  - texas, matched 23 times
2015-11-20 19:15:00.606 [main] DEBUG  - dailyferraritm, matched 0 times
2015-11-20 19:15:00.622 [main] DEBUG  - exercise, matched 1 times
2015-11-20 19:15:00.637 [main] DEBUG  - carpics, matched 0 times
2015-11-20 19:15:00.653 [main] DEBUG  - frozen, matched 0 times
2015-11-20 19:15:00.669 [main] DEBUG  - business, matched 131 times
2015-11-20 19:15:00.684 [main] DEBUG  - mydream, matched 0 times
2015-11-20 19:15:00.700 [main] DEBUG  - throw, matched 0 times
2015-11-20 19:15:00.715 [main] DEBUG  - 9090, matched 0 times
2015-11-20 19:15:00.731 [main] DEBUG  - etsyhttpstcoqkwqlq7c1i, matched 0 times
2015-11-20 19:15:00.747 [main] DEBUG  - myuae, matched 0 times
2015-11-20 19:15:00.762 [main] DEBUG  - newcar, matched 0 times
2015-11-20 19:15:00.762 [main] DEBUG  - backlinks_2015, matched 0 times
2015-11-20 19:15:00.778 [main] DEBUG  - 7373, matched 0 times
2015-11-20 19:15:00.794 [main] DEBUG  - visionzero, matched 0 times
2015-11-20 19:15:00.809 [main] DEBUG  - volvo, matched 7 times
2015-11-20 19:15:00.825 [main] DEBUG  - stroudjobs, matched 0 times
2015-11-20 19:15:00.840 [main] DEBUG  - portlincoln, matched 0 times
2015-11-20 19:15:00.856 [main] DEBUG  - drifting, matched 0 times
2015-11-20 19:15:00.872 [main] DEBUG  - fordgt, matched 0 times
2015-11-20 19:15:00.887 [main] DEBUG  - tricks, matched 0 times
2015-11-20 19:15:00.919 [main] DEBUG  - 0933, matched 0 times
2015-11-20 19:15:00.934 [main] DEBUG  - 40986, matched 0 times
2015-11-20 19:15:00.950 [main] DEBUG  - 7764, matched 0 times
2015-11-20 19:15:00.970 [main] DEBUG  - electricvehicles, matched 0 times
2015-11-20 19:15:00.986 [main] DEBUG  - cars3, matched 0 times
2015-11-20 19:15:01.001 [main] DEBUG  - ai, matched 0 times
2015-11-20 19:15:01.017 [main] DEBUG  - forpaul, matched 0 times
2015-11-20 19:15:01.033 [main] DEBUG  - uae, matched 1 times
2015-11-20 19:15:01.048 [main] DEBUG  - rak, matched 0 times
2015-11-20 19:15:01.064 [main] DEBUG  - anjumondrivetime, matched 0 times
2015-11-20 19:15:01.080 [main] DEBUG  - r8, matched 0 times
2015-11-20 19:15:01.095 [main] DEBUG  - atusardines, matched 0 times
2015-11-20 19:15:01.126 [main] DEBUG  - operations, matched 0 times
2015-11-20 19:15:01.142 [main] DEBUG  - cop21, matched 0 times
2015-11-20 19:15:01.158 [main] DEBUG  - 562, matched 0 times
2015-11-20 19:15:01.173 [main] DEBUG  - workout, matched 0 times
2015-11-20 19:15:01.189 [main] DEBUG  - indianrailways, matched 0 times
2015-11-20 19:15:01.205 [main] DEBUG  - jobs, matched 0 times
2015-11-20 19:15:01.220 [main] DEBUG  - ireland, matched 3 times
2015-11-20 19:15:01.236 [main] DEBUG  - 688, matched 0 times
2015-11-20 19:15:01.251 [main] DEBUG  - madeintheam, matched 0 times
2015-11-20 19:15:01.267 [main] DEBUG  - enterghana, matched 0 times
2015-11-20 19:15:01.283 [main] DEBUG  - plymouth, matched 0 times
2015-11-20 19:15:01.298 [main] DEBUG  - automobile, matched 35 times
2015-11-20 19:15:01.314 [main] DEBUG  - 684, matched 0 times
2015-11-20 19:15:01.339 [main] DEBUG  - 3334, matched 0 times
2015-11-20 19:15:01.354 [main] DEBUG  - prayforkarak, matched 0 times
2015-11-20 19:15:01.360 [main] DEBUG  - 482, matched 0 times
2015-11-20 19:15:01.375 [main] DEBUG  - nowplaying, matched 0 times
2015-11-20 19:15:01.391 [main] DEBUG  - 6565, matched 0 times
2015-11-20 19:15:01.406 [main] DEBUG  - 885, matched 0 times
2015-11-20 19:15:01.422 [main] DEBUG  - vehicles, matched 8 times
2015-11-20 19:15:01.438 [main] DEBUG  - flashbackfriday, matched 0 times
2015-11-20 19:15:01.453 [main] DEBUG  - whip, matched 0 times
2015-11-20 19:15:01.469 [main] DEBUG  - fleecequilt, matched 0 times
2015-11-20 19:15:01.485 [main] DEBUG  - satin, matched 0 times
2015-11-20 19:15:01.500 [main] DEBUG  - sportscars, matched 9 times
2015-11-20 19:15:01.516 [main] DEBUG  - bimaalt95, matched 0 times
2015-11-20 19:15:01.531 [main] DEBUG  - gas, matched 0 times
2015-11-20 19:15:01.531 [main] DEBUG  - satinboundfleece, matched 0 times
2015-11-20 19:15:01.547 [main] DEBUG  - 21973, matched 0 times
2015-11-20 19:15:01.563 [main] DEBUG  - auto, matched 0 times
2015-11-20 19:15:01.578 [main] DEBUG  - myrak, matched 0 times
2015-11-20 19:15:01.594 [main] DEBUG  - 874, matched 0 times
2015-11-20 19:15:01.610 [main] DEBUG  - virtual, matched 0 times
2015-11-20 19:15:01.625 [main] DEBUG  - realestate, matched 0 times
2015-11-20 19:15:01.641 [main] DEBUG  - audi, matched 1 times
2015-11-20 19:15:01.656 [main] DEBUG  - cfb, matched 0 times
2015-11-20 19:15:01.672 [main] DEBUG  - beeds, matched 0 times
2015-11-20 19:15:01.688 [main] DEBUG  - catfight, matched 0 times
2015-11-20 19:15:01.703 [main] DEBUG  - mercedes-benz, matched 21 times
2015-11-20 19:15:01.719 [main] DEBUG  - ship, matched 0 times
2015-11-20 19:15:01.735 [main] DEBUG  - billiona, matched 0 times
2015-11-20 19:15:01.750 [main] DEBUG  - futurenews, matched 0 times
2015-11-20 19:15:01.766 [main] DEBUG  - ahmedabad, matched 0 times
2015-11-20 19:15:01.781 [main] DEBUG  - blanket, matched 0 times
2015-11-20 19:15:01.797 [main] DEBUG  - frankfurt-motor-show, matched 0 times
2015-11-20 19:15:01.813 [main] DEBUG  - marinecorps, matched 0 times
2015-11-20 19:15:01.828 [main] DEBUG  - wired, matched 0 times
2015-11-20 19:15:01.844 [main] DEBUG  - ford, matched 8 times
2015-11-20 19:15:01.860 [main] DEBUG  - 101, matched 0 times
2015-11-20 19:15:01.875 [main] DEBUG  - newjersey, matched 0 times
2015-11-20 19:15:01.891 [main] DEBUG  - mini, matched 1 times
2015-11-20 19:15:01.906 [main] DEBUG  - flip, matched 0 times
2015-11-20 19:15:01.922 [main] DEBUG  - cardetailing, matched 0 times
2015-11-20 19:15:01.938 [main] DEBUG  - co-op, matched 0 times
2015-11-20 19:15:01.953 [main] DEBUG  - yyjtraffic, matched 0 times
2015-11-20 19:15:01.958 [main] DEBUG  - mil, matched 0 times
2015-11-20 19:15:01.974 [main] DEBUG  - 7110, matched 0 times
2015-11-20 19:15:01.990 [main] DEBUG  - g20, matched 0 times
2015-11-20 19:15:02.005 [main] DEBUG  - petrolhead, matched 0 times
2015-11-20 19:15:02.021 [main] DEBUG  - zenback, matched 0 times
2015-11-20 19:15:02.037 [main] DEBUG  - bcn, matched 0 times
2015-11-20 19:15:02.052 [main] DEBUG  - 91, matched 0 times
2015-11-20 19:15:02.068 [main] DEBUG  - haven, matched 0 times
2015-11-20 19:15:02.083 [main] DEBUG  - movie, matched 1 times
2015-11-20 19:15:02.099 [main] DEBUG  - ps4live, matched 0 times
2015-11-20 19:15:02.115 [main] DEBUG  - howmuchmore, matched 0 times
2015-11-20 19:15:02.130 [main] DEBUG  - supernaturalseason11, matched 0 times
2015-11-20 19:15:02.146 [main] DEBUG  - dangerous, matched 0 times
2015-11-20 19:15:02.162 [main] DEBUG  - tech, matched 0 times
2015-11-20 19:15:02.177 [main] DEBUG  - drakeishteetoceemos, matched 0 times
2015-11-20 19:15:02.193 [main] DEBUG  - trafikskerhet, matched 0 times
2015-11-20 19:15:02.208 [main] DEBUG  - 291, matched 0 times
2015-11-20 19:15:02.224 [main] DEBUG  - 493, matched 0 times
2015-11-20 19:15:02.240 [main] DEBUG  - 7316239779, matched 0 times
2015-11-20 19:15:02.255 [main] DEBUG  - subaru, matched 0 times
2015-11-20 19:15:02.271 [main] DEBUG  - snowbird, matched 0 times
2015-11-20 19:15:02.287 [main] DEBUG  - healthy, matched 2 times
2015-11-20 19:15:02.302 [main] DEBUG  - ovalnats, matched 0 times
2015-11-20 19:15:02.302 [main] DEBUG  - prowler, matched 0 times
2015-11-20 19:15:02.318 [main] DEBUG  - thefive, matched 0 times
2015-11-20 19:15:02.333 [main] DEBUG  - 999, matched 0 times
2015-11-20 19:15:02.349 [main] DEBUG  - 9512, matched 0 times
2015-11-20 19:15:02.365 [main] DEBUG  - valetphotoshoot, matched 0 times
2015-11-20 19:15:02.380 [main] DEBUG  - chennaifloods, matched 0 times
2015-11-20 19:15:02.396 [main] DEBUG  - buy, matched 0 times
2015-11-20 19:15:02.412 [main] DEBUG  - blondes, matched 0 times
2015-11-20 19:15:02.427 [main] DEBUG  - ferrari, matched 1 times
2015-11-20 19:15:02.443 [main] DEBUG  - bff, matched 0 times
2015-11-20 19:15:02.458 [main] DEBUG  - 097, matched 0 times
2015-11-20 19:15:02.474 [main] DEBUG  - tirr5, matched 0 times
2015-11-20 19:15:02.490 [main] DEBUG  - hyundaiwrc, matched 0 times
2015-11-20 19:15:02.505 [main] DEBUG  - show, matched 0 times
2015-11-20 19:15:02.521 [main] DEBUG  - noestimates, matched 0 times
2015-11-20 19:15:02.537 [main] DEBUG  - suzukisa, matched 0 times
2015-11-20 19:15:02.552 [main] DEBUG  - travel, matched 3 times
2015-11-20 19:15:02.568 [main] DEBUG  - used, matched 0 times
2015-11-20 19:15:02.568 [main] DEBUG  - teleg, matched 0 times
2015-11-20 19:15:02.584 [main] DEBUG  - stockton, matched 0 times
2015-11-20 19:15:02.599 [main] DEBUG  - cold, matched 0 times
2015-11-20 19:15:02.615 [main] DEBUG  - californiaadventures, matched 0 times
2015-11-20 19:15:02.630 [main] DEBUG  - ke, matched 0 times
2015-11-20 19:15:02.646 [main] DEBUG  - 242, matched 0 times
2015-11-20 19:15:02.662 [main] DEBUG  - colindirects, matched 0 times
2015-11-20 19:15:02.677 [main] DEBUG  - usedcars, matched 0 times
2015-11-20 19:15:02.693 [main] DEBUG  - live, matched 0 times
2015-11-20 19:15:02.709 [main] DEBUG  - venezuelasomostodos, matched 0 times
2015-11-20 19:15:02.724 [main] DEBUG  - cake, matched 0 times
2015-11-20 19:15:02.740 [main] DEBUG  - wrc, matched 0 times
2015-11-20 19:15:02.755 [main] DEBUG  - srilanka, matched 0 times
2015-11-20 19:15:02.771 [main] DEBUG  - chennaiweather, matched 0 times
2015-11-20 19:15:02.787 [main] DEBUG  - alaska, matched 7 times
2015-11-20 19:15:02.802 [main] DEBUG  - highspeedchase, matched 0 times
2015-11-20 19:15:02.818 [main] DEBUG  - gloucestershirejobs, matched 0 times
2015-11-20 19:15:02.834 [main] DEBUG  - thepointng, matched 0 times
2015-11-20 19:15:02.849 [main] DEBUG  - 4095321, matched 0 times
2015-11-20 19:15:02.865 [main] DEBUG  - 502, matched 0 times
2015-11-20 19:15:02.880 [main] DEBUG  - financialtt, matched 0 times
2015-11-20 19:15:02.896 [main] DEBUG  - affordable, matched 0 times
2015-11-20 19:15:02.896 [main] DEBUG  - lamborghini, matched 8 times
2015-11-20 19:15:02.912 [main] DEBUG  - fordlincoln, matched 0 times
2015-11-20 19:15:02.927 [main] DEBUG  - millionstud, matched 0 times
2015-11-20 19:15:02.943 [main] DEBUG  - chevrolet, matched 33 times
2015-11-20 19:15:02.959 [main] DEBUG  - 9111, matched 0 times
2015-11-20 19:15:02.974 [main] DEBUG  - beedshd, matched 0 times
2015-11-20 19:15:02.989 [main] DEBUG  - g20turkey, matched 0 times
2015-11-20 19:15:03.005 [main] DEBUG  - 9019, matched 0 times
2015-11-20 19:15:03.020 [main] DEBUG  - buickverano, matched 1 times
2015-11-20 19:15:03.036 [main] DEBUG  - 8888, matched 0 times
2015-11-20 19:15:03.052 [main] DEBUG  - sportscar, matched 0 times
2015-11-20 19:15:03.067 [main] DEBUG  - minicooper, matched 0 times
2015-11-20 19:15:03.083 [main] DEBUG  - skoda, matched 0 times
2015-11-20 19:15:03.099 [main] DEBUG  - corvette, matched 11 times
2015-11-20 19:15:03.114 [main] DEBUG  - vitara, matched 11 times
2015-11-20 19:15:03.130 [main] DEBUG  - listenlive, matched 0 times
2015-11-20 19:15:03.145 [main] DEBUG  - drift, matched 0 times
2015-11-20 19:15:03.161 [main] DEBUG  - toyota, matched 5 times
2015-11-20 19:15:03.177 [main] DEBUG  - maserati, matched 7 times
2015-11-20 19:15:03.192 [main] DEBUG  - fintech, matched 0 times
2015-11-20 19:15:03.208 [main] DEBUG  - dubai, matched 0 times
2015-11-20 19:15:03.224 [main] DEBUG  - camry, matched 0 times
2015-11-20 19:15:03.239 [main] DEBUG  - golftournaments, matched 0 times
2015-11-20 19:15:03.239 [main] DEBUG  - ssci301, matched 0 times
2015-11-20 19:15:03.255 [main] DEBUG  - alto, matched 0 times
2015-11-20 19:15:03.270 [main] DEBUG  - spectre, matched 0 times
2015-11-20 19:15:03.286 [main] DEBUG  - poker, matched 0 times
2015-11-20 19:15:03.302 [main] DEBUG  - cx75, matched 0 times
2015-11-20 19:15:03.317 [main] DEBUG  - forsale, matched 0 times
2015-11-20 19:15:03.333 [main] DEBUG  - rich, matched 1 times
2015-11-20 19:15:03.349 [main] DEBUG  - artistairplay, matched 0 times
2015-11-20 19:15:03.364 [main] DEBUG  - thegodfather, matched 0 times
2015-11-20 19:15:03.380 [main] DEBUG  - deals, matched 0 times
2015-11-20 19:15:03.395 [main] DEBUG  - luxury, matched 47 times
2015-11-20 19:15:03.411 [main] DEBUG  - supernatural, matched 0 times
2015-11-20 19:15:03.427 [main] DEBUG  - petrol, matched 0 times
2015-11-20 19:15:03.442 [main] DEBUG  - smh, matched 0 times
2015-11-20 19:15:03.442 [main] DEBUG  - vintage_car_hire, matched 0 times
2015-11-20 19:15:03.442 [main] DEBUG  - matched [53]
2015-11-20 19:15:03.489 [main] DEBUG  - 16.11% tags matched
2015-11-20 19:15:03.489 [main] INFO   - Results are stored in [results.txt]
2015-11-20 19:15:03.489 [main] INFO   - Done!
